Number,Title,Type,Culture,set,group,Twilight,STR,HP,RES,Signate,Site,Game text,Key Word 1,Key Word 2,Key Word 3,,Link
5U15,"•Birchseed, Tall Statesman",Companion • Ent,Gandalf,,40,3,8,4,6,,,"Unhasty. Assignment: Exert an unbound Hobbit or discard 2 cards from hand to allow Birchseed to skirmish. Fellowship: Exert Birchseed to Heal an unbound Hobbit.
",,,,,https://lotrtcgwiki.com/wiki/lotr05015
5U2,Dunlending Renegade,Minion • Man,Dunland,5,,2,10,1,,,,"When you play this minion, the Free Peoples player may discard 2 cards from hand to discard him.
",,,,,https://lotrtcgwiki.com/wiki/lotr05002
5U20,Turn of the Tide,Event,Gandalf,5,,3,,,,,,"Spell. Maneuver: Exert Gandalf to discard up to 2 shadow possessions. Any Shadow player may discard a minion to prevent this.
",,,,,https://lotrtcgwiki.com/wiki/lotr05020
5U22,Evil-smelling Fens,Condition,Gollum,5,,1,,,,,,"Plays to your support area. Each site on the adventure path is a marsh. Shadow: Exert Gollum twice and discard this condition to play a minion from your discard pile.
",,,,,https://lotrtcgwiki.com/wiki/lotr05022
5U23,Follow Smeagol,Condition,Gollum,5,,1,,,,,,"Plays on Smeagol. Regroup: Exert Smeagol or Gollum to play the fellowship&#039;s next site ( replacing opponent&#039;s site if necessary ).
",,,,,https://lotrtcgwiki.com/wiki/lotr05023
5U26,Look at Him,Event,Gollum,5,,0,,,,,,"Shadow: Spot Smeagol or Gollum to add (1) for each burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr05026
5U34,Fall Back,Event,Gondor,5,,0,,,,,,"Skirmish: Discard all Shadow cards borne by a minion bearing a [Gondor] fortification.
",,,,,https://lotrtcgwiki.com/wiki/lotr05034
5U38,Rally Point,Condition,Gondor,5,,1,,,,,,"Plays to your support area. Regroup: Exert a knight to transfer a [Gondor] fortification borne by a minion to your support area.
",,,,,https://lotrtcgwiki.com/wiki/lotr05038
5U42,"•Turgon, Man of Belfalas",Companion • Man,Gondor,5,,2,6,3,6,,,"Knight. To play, spot a knight. Maneuver: Exert Turgon to wound a minion bearing a [Gondor] fortification.
",,,,,https://lotrtcgwiki.com/wiki/lotr05042
5U44,Battering Ram,Condition,Isengard,5,230,0,,,,,,"Machine. Plays to your support area. Shadow: Exert an Uruk-hai to place an [Isengard] token on this card. Skirmish: Spot 5 companions and an [Isengard] token here to make an Uruk-hai damage +1. Discard this condition.
",,,,,https://lotrtcgwiki.com/wiki/lotr05044
5U45,•Berserk Rager,Minion • Uruk-Hai,Isengard,5,230,5,10,3,,,,"Damage +1. Berserk Rager is strength +1 for each wound on a character in its skirmish. Skirmish: Remove 3 [Isengard] tokens from a machine and exert Berserk Rager twice to wound every ally twice.
",,,,,https://lotrtcgwiki.com/wiki/lotr05045
5U48,Black Shapes Crawling,Event,Isengard,5,227,1,,,,,,"Maneuver: Spot X Uruk-hai. The Free Peoples player may assign X wounds to your minions. Play X [Isengard] weapons from your discard pile.
",,,,,https://lotrtcgwiki.com/wiki/lotr05048
5U54,Isengard Scimitar,Possession • Hand Weapon,Isengard,5,200,0,+2,,,,,"Bearer must be an [Isengard] Orc. When you play this weapon, you may add (1) for each site you control.
",,,,,https://lotrtcgwiki.com/wiki/lotr05054
5U54,Isengard Scimitar,Possession • Hand Weapon,Isengard,5,201,0,+2,,,,,"Bearer must be an [Isengard] Orc. When you play this weapon, you may add (1) for each site you control.
",,,,,https://lotrtcgwiki.com/wiki/lotr05054
5U54,Isengard Scimitar,Possession • Hand Weapon,Isengard,5,204,0,+2,,,,,"Bearer must be an [Isengard] Orc. When you play this weapon, you may add (1) for each site you control.
",,,,,https://lotrtcgwiki.com/wiki/lotr05054
5U54,Isengard Scimitar,Possession • Hand Weapon,Isengard,5,206,0,+2,,,,,"Bearer must be an [Isengard] Orc. When you play this weapon, you may add (1) for each site you control.
",,,,,https://lotrtcgwiki.com/wiki/lotr05054
5U55,Isengard Scout Troop,Minion • Orc,Isengard,5,203,2,5,3,,,,"Warg-rider. While this minion is not exhausted, it is fierce. Each time an [Isengard] Orc wins a skirmish, you may exert this minion to control a site.
",,,,,https://lotrtcgwiki.com/wiki/lotr05055
5U55,Isengard Scout Troop,Minion • Orc,Isengard,5,206,2,5,3,,,,"Warg-rider. While this minion is not exhausted, it is fierce. Each time an [Isengard] Orc wins a skirmish, you may exert this minion to control a site.
",,,,,https://lotrtcgwiki.com/wiki/lotr05055
5U55,Isengard Scout Troop,Minion • Orc,Isengard,5,207,2,5,3,,,,"Warg-rider. While this minion is not exhausted, it is fierce. Each time an [Isengard] Orc wins a skirmish, you may exert this minion to control a site.
",,,,,https://lotrtcgwiki.com/wiki/lotr05055
5U55,Isengard Scout Troop,Minion • Orc,Isengard,5,223,2,5,3,,,,"Warg-rider. While this minion is not exhausted, it is fierce. Each time an [Isengard] Orc wins a skirmish, you may exert this minion to control a site.
",,,,,https://lotrtcgwiki.com/wiki/lotr05055
5U57,Scaling Ladder,Condition,Isengard,5,230,0,,,,,,"Machine. Plays to your support area. Shadow: Exert an Uruk-hai to place an [Isengard] token on this card. Skirmish: Spot an [Isengard] token here to heal an Uruk-hai. Discard this condition.
",,,,,https://lotrtcgwiki.com/wiki/lotr05057
5U60,Siege Engine,Condition,Isengard,5,230,0,,,,,,"Machine. Plays to your support area. Shadow: Play an Uruk-hai to place an [Isengard] token on a machine. Response: If one or more machines are about to be discarded by an opponent, discard this condition to prevent that.
",,,,,https://lotrtcgwiki.com/wiki/lotr05060
5U63,Uruk-hai Berserker,Minion • Uruk-Hai,Isengard,5,227,4,7,3,,,,"Damage +1. This minion is strength +1 for each wound on a character in its skirmish.
",,,,,https://lotrtcgwiki.com/wiki/lotr05063
5U64,War-warg,Possession • Mount,Isengard,5,200,4,+4,+2,,,,"Bearer must a warg-rider. Response: If a skirmish special abiliy is used in a skirmish involving bearer, exert bearer to cancel that action.
",,,,,https://lotrtcgwiki.com/wiki/lotr05064
5U64,War-warg,Possession • Mount,Isengard,5,202,4,+4,+2,,,,"Bearer must a warg-rider. Response: If a skirmish special abiliy is used in a skirmish involving bearer, exert bearer to cancel that action.
",,,,,https://lotrtcgwiki.com/wiki/lotr05064
5U64,War-warg,Possession • Mount,Isengard,5,202,4,+4,+2,,,,"Bearer must a warg-rider. Response: If a skirmish special abiliy is used in a skirmish involving bearer, exert bearer to cancel that action.
",,,,,https://lotrtcgwiki.com/wiki/lotr05064
5U64,War-warg,Possession • Mount,Isengard,5,203,4,+4,+2,,,,"Bearer must a warg-rider. Response: If a skirmish special abiliy is used in a skirmish involving bearer, exert bearer to cancel that action.
",,,,,https://lotrtcgwiki.com/wiki/lotr05064
5U64,War-warg,Possession • Mount,Isengard,5,204,4,+4,+2,,,,"Bearer must a warg-rider. Response: If a skirmish special abiliy is used in a skirmish involving bearer, exert bearer to cancel that action.
",,,,,https://lotrtcgwiki.com/wiki/lotr05064
5U64,War-warg,Possession • Mount,Isengard,5,206,4,+4,+2,,,,"Bearer must a warg-rider. Response: If a skirmish special abiliy is used in a skirmish involving bearer, exert bearer to cancel that action.
",,,,,https://lotrtcgwiki.com/wiki/lotr05064
5U77,Strength in Numbers,Condition,Raider,5,,0,,,,,,"To play, spot a Southron. Plays to your support area. Maneuver: Discard this condition to add (1) for each Man with ambush you spot.
",,,,,https://lotrtcgwiki.com/wiki/lotr05077
5U79,•Armory,Condition,Rohan,5,85,1,,,,,,"Fortification. Plays to your support area. Maneuver: Spot 2 [Rohan] Men to remove 2 tokens from a machine or to take a [Rohan] possession into hand from your discard pile. Discard this condition.
",,,,,https://lotrtcgwiki.com/wiki/lotr05079
5U8,•Horn of Helm,Possession,Dwarven,5,,2,,,,,,"Plays to your support area. Maneuver: Exert a Dwarf companion to make each minion at a battleground lose all damage bonuses until the regroup phase.
",,,,,https://lotrtcgwiki.com/wiki/lotr05008
5U80,•Arrow-slits,Condition,Rohan,5,57,1,,,,,,"Fortification. Plays to your support area. Maneuver: Spot 2 [Rohan] Men to discard a possession or a machine. Discard this condition.
",,,,,https://lotrtcgwiki.com/wiki/lotr05080
5U87,•Parapet,Condition,Rohan,5,85,1,,,,,,"Fortification. Plays to your support area. Archery: Spot 2 [Rohan] Men to remove 2 tokens from a machine or to make the minion archery total -3. Discard this condition.
",,,,,https://lotrtcgwiki.com/wiki/lotr05087
5U9,•More to My Liking,Condition,Dwarven,5,,2,,,,,,"Plays to your support area. Maneuver: Stack the top card from your draw deck here (limit once per phase). Maneuver: Spot a Dwarf and discard a card stacked on a [Dwarven] condition to take a Free Peoples card stacked here into hand.
",,,,,https://lotrtcgwiki.com/wiki/lotr05009
5U92,"•Sigewulf, Brave Volunteer",Ally • Home 4T • Man,Rohan,5,77,1,4,2,,,,"Villager. Regroup: Exert Sigewulf and spot 5 valiant Men to discard a minion.
",,,,,https://lotrtcgwiki.com/wiki/lotr05092
6C1,•Bound By Rage,Condition,Dunland,6,,3,,,,,,"Plays to your support area. When you play this condition, you may spot 2 [Dunland] Men to place 2 [Dunland] tokens here. Response: If a [Dunland] Man is about to take a wound, discard this condition or remove a [Dunland] token from here to prevent that wound.
",,,,,https://lotrtcgwiki.com/wiki/lotr06001
6C10,•Suspended Palaces,Condition,Dwarven,6,,2,,,,,,"Plays to your support area. When you play this condition, you may spot a Dwarf to place 2 [Dwarven] tokens here. Fellowship: Discard this condition or remove a [Dwarven] token from here to stack the top card of your draw deck on a [Dwarven] condition that has a card stacked on it.
",,,,,https://lotrtcgwiki.com/wiki/lotr06010
6C100,Dead Ones,Minion • Wraith,Sauron,6,,1,5,1,,,,"Twilight. Damage +1. To play this minion, remove a burden or spot a twilight minion.
",,,,,https://lotrtcgwiki.com/wiki/lotr06100
6C102,Gate Sentry,Minion • Orc,Sauron,6,,3,9,3,,,,"Maneuver: Exert this minion twice and spot another [Sauron] minion to discard a condition.
",,,,,https://lotrtcgwiki.com/wiki/lotr06102
6C108,Wisp of Pale Sheen,Minion • Wraith,Sauron,6,,3,8,2,,,,"Twilight. Regroup: Spot another [Sauron] or twilight minion and discard this minion to add a burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr06108
6C111,•Kept Safe,Condition,Shire,6,,2,,,,,,"Plays to your support area. When you play this condition, place 2 [Shire] tokens here. Response: If an unbound Hobbit is about to take a wound, discard this condition or remove a [Shire] token from here to prevent that wound.
",,,,,https://lotrtcgwiki.com/wiki/lotr06111
6C112,Long Slow Wrath,Event,Shire,,38,1,,,,,,"Skirmish: Exert an unbound Hobbit to make him strength +1 and damage +1 for each [Gandalf] companion you can spot.
",,,,,https://lotrtcgwiki.com/wiki/lotr06112
6C12,•Agility,Condition,Elven,6,,2,,,,,,"Plays to your support area. When you play this condition, you may spot an Elf to place 2 [Elven] tokens here. Skirmish: Discard this condition or remove an [Elven] token from here to make a minion skirmishing an Elf strength -1.
",,,,,https://lotrtcgwiki.com/wiki/lotr06012
6C17,Forewarned,Condition,Elven,6,,0,,,,,,"To play, spot 2 Elves. Plays to your support area. Fellowship: Add (1) to look at the top card of your draw deck. You may discard this condition to discard that card.
",,,,,https://lotrtcgwiki.com/wiki/lotr06017
6C2,Dunlending Elder,Minion • Man,Dunland,6,,2,7,1,,,,"While you control 2 sites, this minion is strength +5, fierce and damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr06002
6C21,Naith Longbow,Possession • Ranged Weapon,Elven,6,,1,+1,,,,,"Bearer must be an Elf companion. Archery: Exert bearer to discard the top card of your draw deck. If it is an [Elven] card, exert a minion.
",,,,,https://lotrtcgwiki.com/wiki/lotr06021
6C27,Ent Avenger,Companion • Ent,Gandalf,,36,4,6,4,6,,,"While you can spot 3 Ents, this companion is strength +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr06027
6C29,Ent Moot,Condition,Gandalf,,33,1,+2,,,,,"To play, exert an unbound Hobbit. Bearer must be an Ent. Limit 1 per bearer.
",,,,,https://lotrtcgwiki.com/wiki/lotr06029
6C29,Ent Moot,Condition,Gandalf,,38,1,+2,,,,,"To play, exert an unbound Hobbit. Bearer must be an Ent. Limit 1 per bearer.
",,,,,https://lotrtcgwiki.com/wiki/lotr06029
6C29,Ent Moot,Condition,Gandalf,6,42,1,+2,,,,,"To play, exert an unbound Hobbit. Bearer must be an Ent. Limit 1 per bearer.
",,,,,https://lotrtcgwiki.com/wiki/lotr06029
6C3,Dunlending Footmen,Minion • Man,Dunland,6,,5,11,2,,,,"The twilight cost of this minion during a skirmish phase is -2.
",,,,,https://lotrtcgwiki.com/wiki/lotr06003
6C33,"•Quickbeam, Bregalad",Companion • Ent,Gandalf,,39,4,8,3,6,,,"Quickbeam&#039;s twilight cost is -1 for each Ent and unbound Hobbit you can spot.
",,,,,https://lotrtcgwiki.com/wiki/lotr06033
6C34,Roused,Event,Gandalf,,37,1,,,,,,"Skirmish: Exert an Ent to make him strength +1 for each Ent you spot (limit +4).
",,,,,https://lotrtcgwiki.com/wiki/lotr06034
6C34,Roused,Event,Gandalf,,41,1,,,,,,"Skirmish: Exert an Ent to make him strength +1 for each Ent you spot (limit +4).
",,,,,https://lotrtcgwiki.com/wiki/lotr06034
6C37,"•Treebeard, Guardian of the Forest",Companion • Ent,Gandalf,,38,5,12,4,6,,,"Unhasty. Assignment: Exert an unbound Hobbit to allow Treebeard to skirmish. Skirmish: Exert Treebeard to make an Ent damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr06037
6C38,Don't Follow the Lights,Event,Gollum,6,,0,,,,,,"Response: If Smeagol wins a skirmish, add a burden to discard a minion.
",,,,,https://lotrtcgwiki.com/wiki/lotr06038
6C4,Dunlending Headman,Minion • Man,Dunland,6,,4,10,1,,,,"When you play this minion, you may spot 2 other [Dunland] Men to take control of a site. The Free Peoples player may discard 2 cards from hand to prevent this.
",,,,,https://lotrtcgwiki.com/wiki/lotr06004
6C40,"•Gollum, Old Villain",Minion,Gollum,6,,2,5,4,,,,"Skirmish: Discard a card from hand to make Gollum strength +1 (or +2 if skirmishing a Ring-Bound companion).
",,,,,https://lotrtcgwiki.com/wiki/lotr06040
6C42,"Nasty, Foul Hobbitses",Event,Gollum,6,,0,,,,,,"Response: If Gollum wins a skirmish, add a burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr06042
6C43,Not Listening,Event,Gollum,6,,0,,,,,,"Response: If Smeagol wins a skirmish, heal him and remove 2 burdens.
",,,,,https://lotrtcgwiki.com/wiki/lotr06043
6C45,"•Smeagol, Poor Creature",Companion,Gollum,6,,0,3,4,6,o,,"Ring-bound. To play, add a burden. Skirmish: Discard a card from hand to make Smeagol strength +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr06045
6C47,You're a Liar and a Thief,Event,Gollum,6,,0,,,,,,"Response: If Gollum wins a skirmish, wound a companion (except the Ring-bearer).
",,,,,https://lotrtcgwiki.com/wiki/lotr06047
6C48,"•Anborn, Skilled Huntsman",Companion • Man,Gondor,6,,2,6,3,6,,,"Ring-bound. Ranger. Each time Anborn wins a skirmish, you may make a minion&#039;s site number +3 until the regroup phase.
",,,,,https://lotrtcgwiki.com/wiki/lotr06048
6C5,Dunlending Reserve,Minion • Man,Dunland,6,,4,10,1,,,,"The twilight cost of this minion during a skirmish phase is -2.
",,,,,https://lotrtcgwiki.com/wiki/lotr06005
6C52,•Garrison of Osgiliath,Condition,Gondor,6,,2,,,,,,"Fortification. Plays to your support area. When you play this condition, you may spot a [Gondor] Man to place 2 [Gondor] tokens here. Skirmish: Discard this condition or remove a [Gondor] token from here to make a [Gondor] Man strength +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr06052
6C53,Mortal Men,Event,Gondor,6,,0,,,,,,"Skirmish: Make a [Gondor] Man strength +2 (and exert a minion if you spot a [Rohan] token).
",,,,,https://lotrtcgwiki.com/wiki/lotr06053
6C56,Trust,Event,Gondor,6,,0,,,,,,"Skirmish: Make a [Gondor] Man strength +2 (and heal a companion if you spot an [Elven] token).
",,,,,https://lotrtcgwiki.com/wiki/lotr06056
6C59,Banner of Isengard,Possession • Hand Weapon,Isengard,6,204,0,+1,,,,,"Bearer must be an [Isengard] minion. Each time bearer wins a skirmish, the Free Peoples player must exert a companion for each site you control.
",,,,,https://lotrtcgwiki.com/wiki/lotr06059
6C59,Banner of Isengard,Possession • Hand Weapon,Isengard,6,206,0,+1,,,,,"Bearer must be an [Isengard] minion. Each time bearer wins a skirmish, the Free Peoples player must exert a companion for each site you control.
",,,,,https://lotrtcgwiki.com/wiki/lotr06059
6C59,Banner of Isengard,Possession • Hand Weapon,Isengard,6,223,0,+1,,,,,"Bearer must be an [Isengard] minion. Each time bearer wins a skirmish, the Free Peoples player must exert a companion for each site you control.
",,,,,https://lotrtcgwiki.com/wiki/lotr06059
6C65,Isengard Artisan,Minion • Orc,Isengard,6,233,4,8,3,,,,"Regroup: Discard an [Isengard] Orc to make the Free Peoples player wound a companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr06065
6C67,Isengard Journeyman,Minion • Orc,Isengard,6,233,2,5,3,,,,"Regroup: Discard an [Isengard] Orc to make the Free Peoples player wound a companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr06067
6C69,Isengard Plodder,Minion • Orc,Isengard,6,233,3,7,3,,,,"Regroup: Discard an [Isengard] Orc to make the Free Peoples player wound a companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr06069
6C71,Isengard Tinker,Minion • Orc,Isengard,6,233,1,5,2,,,,"Regroup: Discard an [Isengard] Orc to make the Free Peoples player wound a companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr06071
6C72,Rohirrim Traitor,Minion • Man,Isengard,6,209,2,6,2,,,,"While you can spot a companion bearing an [Isengard] condition, this minion is strength +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr06072
6C72,Rohirrim Traitor,Minion • Man,Isengard,6,210,2,6,2,,,,"While you can spot a companion bearing an [Isengard] condition, this minion is strength +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr06072
6C72,Rohirrim Traitor,Minion • Man,Isengard,6,213,2,6,2,,,,"While you can spot a companion bearing an [Isengard] condition, this minion is strength +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr06072
6C81,Southron Invaders,Minion • Man,Raider,6,,5,10,3,,,,"Southron. Ambush (1). When you play this minion, you may spot another Southron to play a minion with ambush from your discard pile.
",,,,,https://lotrtcgwiki.com/wiki/lotr06081
6C95,"•Hrethel, Rider of Rohan",Companion • Man,Rohan,6,58,2,6,3,6,,,"To play, spot a [Rohan] Man. Skirmish: Heal a minion skirmishing Hrethel to make Hrethel strength +3 (limit +3).
",,,,,https://lotrtcgwiki.com/wiki/lotr06095
6C97,•We Left None Alive,Condition,Rohan,6,87,2,,,,,,"Plays to your support area. When you play this condition, you may spot a [Rohan] Man to place 2 [Rohan] tokens here. Skirmish: Discard this condition or remove a [Rohan] token from here to make a [Rohan] Man skirmishing an exhausted minion strength +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr06097
6C98,Banner of the Eye,Possession • Hand Weapon,Sauron,6,,0,+1,,,,,"Bearer must be an [Sauron] Orc. Each time bearer wins a skirmish, you may add (1) for each site you control.
",,,,,https://lotrtcgwiki.com/wiki/lotr06098
6C99,Corpse Lights,Minion • Wraith,Sauron,6,,3,7,2,,,,"Twilight. Skirmish: Exert this minion to make a [Sauron] or twilight minion strength +1 for each twilight minion you can spot.
",,,,,https://lotrtcgwiki.com/wiki/lotr06099
6M2,"•Aragorn, Defender of Free Peoples (M)",Companion • Man,Gondor,6,,4,8,4,6,Theoden,,"Skirmish: Remove an [Elven] token to make a minion skirmishing Aragorn strength -3. Skirmish: Remove a [Dwarven] token to heal a Dwarf. Regroup: If Aragorn is mounted, remove a [Rohan] token to wound a minion twice.
",,,,,https://lotrtcgwiki.com/wiki/lotr06m02
6P121,"•Faramir, Ithilien Ranger",Companion • Man,Gondor,6,,3,7,3,6,Gandalf,,"Ring-bound. Ranger. If Faramir is in your starting fellowship, his twilight cost is -1. Fellowship: Play a ranger to heal a Ring-bound companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr06121
6P122,"•The Witch-king, Deathless Lord",Minion • Nazgul,Wraith,6,,8,14,4,,,,"Fierce. Each time a companion is killed in a skirmish involving a Nazgul, wound an ally twice or exert a companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr06122
6R101,•Gate Picket,Minion • Orc,Sauron,6,,4,11,3,,,,"Maneuver: Exert this minion twice to make the Free Peoples player name 3 cultures. Wound each companion and ally not of a named culture.
",,,,,https://lotrtcgwiki.com/wiki/lotr06101
6R103,•Gate Troll,Minion • Troll,Sauron,6,,8,13,4,,,,"Fierce. While you can spot a Troll, Gate Troll&#039;s twilight cost is -4. For each other [Sauron] minion you can spot, this minion is strength +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr06103
6R106,Troll of Udun,Minion • Troll,Sauron,6,,10,14,5,,,,"Fierce. While you can spot a Troll, this minion&#039;s twilight cost is -4. Skirmish: Discard a [Sauron] card from hand to make this minion strength +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr06106
6R109,Held,Condition,Shire,6,,1,,,,,,"Bearer must be Frodo. Each time Frodo is about to be killed by a wound, add a burden instead. When the fellowship moves to site 9, Frodo is corrupted. Regroup: If you can spot no minions, discard this condition.
",,,,,https://lotrtcgwiki.com/wiki/lotr06109
6R11,Toss Me,Event,Dwarven,6,,1,,,,,,"While this card is stacked on a [Dwarven] condition, Gimli is strength +1. Fellowship: Place this card or another [Dwarven] card from hand on top of or beneath your draw deck.
",,,,,https://lotrtcgwiki.com/wiki/lotr06011
6R113,"•Merry, Impatient Hobbit",Companion • Hobbit,Shire,,40,1,3,4,6,Aragorn,,"Regroup: Discard Merry to heal a [Gandalf] companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr06113
6R114,"•Pippin, Hastiest of All",Companion • Hobbit,Shire,,39,1,3,4,6,Aragorn,,"Regroup: Discard Pippin to choose a Shadow player who must wound one of his or her minions.
",,,,,https://lotrtcgwiki.com/wiki/lotr06114
6R125,Don't Look at Them (AI),Condition,Gollum,6,,1,,,,,,"Plays to your support area. Skirmish: Spot Smeagol and discard 3 cards from hand to wound a minion Smeagol is skirmishing once (or twice if that minion is a [Wraith] minion).
",,,,,https://lotrtcgwiki.com/wiki/lotr06125
6R126,Ancient Roads (AI),Condition,Gondor,6,,1,,,,,,"Plays to your support area. While you can spot 3 rangers, the site number of each minion skirmishing a ranger is +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr06126
6R127,Isengard Mechanics (AI),Minion • Orc,Isengard,6,,6,11,4,,,,"Regroup: Discard an [Isengard] Orc to make the Free Peoples player wound a companion (or 2 companions if you spot 6 companions). Regroup: If this minion is stacked on an [Isengard] card, spot an [Isengard] Orc and discard this minion to add (3).
",,,,,https://lotrtcgwiki.com/wiki/lotr06127
6R128,•Gate Troll (AI),Minion • Troll,Sauron,6,,8,13,4,,,,"Fierce. While you can spot a Troll, Gate Troll&#039;s twilight cost is -4. For each other [Sauron] minion you can spot, this minion is strength +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr06128
6R15,"•Elrond, Keeper of Vilya",Ally • Home 3 • Elf,Elven,6,,4,8,4,,,,"At the start of each turn, heal Elrond. Fellowship: Exert Elrond to discard the top card of your draw deck. If it is an [Elven] card, you may take it into hand and heal an Elf companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr06015
6R18,"•Galadriel, Keeper of Nenya",Ally • Home 6 • Elf,Elven,6,,3,3,3,,,,"At the start of each turn, heal Galadriel. Skirmish: Exert Galadriel to discard the top card of your draw deck. If it is a Shadow card, make a minion skirmishing an Elf strength -3.
",,,,,https://lotrtcgwiki.com/wiki/lotr06018
6R23,•Naith Warband,Companion • Elf,Elven,6,,4,9,3,6,,,"To play, spot 3 Elf companions. While Naith Warband bears a ranged weapon, it takes no more than 1 wound during each skirmish phase and does not add to the fellowship archery total.
",,,,,https://lotrtcgwiki.com/wiki/lotr06023
6R26,Enraged,Condition,Gandalf,,33,2,+4,,,,,"Bearer must be an Ent. Limit 1 per bearer. Discard this condition at the end of the turn.
",,,,,https://lotrtcgwiki.com/wiki/lotr06026
6R26,Enraged,Condition,Gandalf,,34,2,+4,,,,,"Bearer must be an Ent. Limit 1 per bearer. Discard this condition at the end of the turn.
",,,,,https://lotrtcgwiki.com/wiki/lotr06026
6R26,Enraged,Condition,Gandalf,,37,2,+4,,,,,"Bearer must be an Ent. Limit 1 per bearer. Discard this condition at the end of the turn.
",,,,,https://lotrtcgwiki.com/wiki/lotr06026
6R28,•Ent Horde,Companion • Ent,Gandalf,,35,15,10,5,6,,,"To play, spot 2 Ent companions. Ent Horde&#039;s twilight cost is -2 for each Ent or unbound Hobbit you can spot. While you can spot more minions than companions, Ent Horde is defender +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr06028
6R28,•Ent Horde,Companion • Ent,Gandalf,,41,15,10,5,6,,,"To play, spot 2 Ent companions. Ent Horde&#039;s twilight cost is -2 for each Ent or unbound Hobbit you can spot. While you can spot more minions than companions, Ent Horde is defender +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr06028
6R30,"•Gandalf, Mithrandir",Companion • Wizard,Gandalf,6,,4,10,4,6,Aragorn,,"Damage +1. Each time the fellowship moves, wound Gandalf.
",,,,,https://lotrtcgwiki.com/wiki/lotr06030
6R31,"•Glamdring, Lightning Brand",Possession • Hand Weapon,Gandalf,,31,2,+2,,,,,"Bearer must be Gandalf. He is damage +1. Each time you play a spell during a skirmish, you may make Gandalf damage +1 until the end of that skirmish.
",,,,,https://lotrtcgwiki.com/wiki/lotr06031
6R35,"•Skinbark, Fladrif",Companion • Ent,Gandalf,,38,7,8,4,6,,,"Skinbark&#039;s twilight cost is -1 for each Ent or unbound Hobbit you can spot. Response: If an unbound Hobbit is about to take a wound, exert Skinbark to prevent that wound.
",,,,,https://lotrtcgwiki.com/wiki/lotr06035
6R39,Don't Look at Them,Condition,Gollum,6,,1,,,,,,"Plays to your support area. Skirmish: Spot Smeagol and discard 3 cards from hand to wound a minion Smeagol is skirmishing once (or twice if that minion is a [Wraith] minion).
",,,,,https://lotrtcgwiki.com/wiki/lotr06039
6R41,Master Broke His Promise,Event,Gollum,6,,5,,,,,,"Regroup: Exert Gollum 3 times to wound each companion. The move limit for this turn is -1.
",,,,,https://lotrtcgwiki.com/wiki/lotr06041
6R44,Safe Paths,Event,Gollum,6,,5,,,,,,"Regroup: Exert Smeagol 3 times and discard him to wound each minion. The move limit for this turn is +1. If the fellowship moves, each Shadow player may take up to 3 Shadow cards into hand from his or her discard pile.
",,,,,https://lotrtcgwiki.com/wiki/lotr06044
6R46,They Stole It,Condition,Gollum,6,,1,,,,,,"Plays to your support arear Skirmish: Spot Gollum and discard 3 cards from hand to wound a companion Gollum is skirmishing once (or twice if that companion is a [Shire] companion).
",,,,,https://lotrtcgwiki.com/wiki/lotr06046
6R49,Ancient Roads,Condition,Gondor,6,,1,,,,,,"Plays to your support area. While you can spot 3 rangers, the site number of each minion skirmishing a ranger is +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr06049
6R50,"•Aragorn, Defender of Free Peoples",Companion • Man,Gondor,6,,4,8,4,6,Theoden,,"Skirmish: Remove an [Elven] token to make a minion skirmishing Aragorn strength -3. Skirmish: Remove a [Dwarven] token to heal a Dwarf. Regroup: If Aragorn is mounted, remove a [Rohan] token to wound a minion twice.
",,,,,https://lotrtcgwiki.com/wiki/lotr06050
6R55,•Ring of Barahir,Artifact • Ring,Gondor,6,,0,,,,,,"Bearer must be Aragorn. At the start of each of your turns, you may spot a culture token to heal a companion of that culture.
",,,,,https://lotrtcgwiki.com/wiki/lotr06055
