"","Artist","Set_Name","Classifications","Abilities","Set_Num","Color","Franchise","Image","Cost","Inkable","Name","Type","Lore","Rarity","Unique_ID","Card_Num","Body_Text","Willpower","Strength","Set_ID","Flavor_Text","Card_Variants","Move_Cost"
"596","Nicholas Kole","The First Chapter","Storyborn, Hero, Prince",NA,1,"Steel","","https://lorcana-api.com/images/simba/future_king/simba-future_king-large.png",1,TRUE,"Simba - Future King","Character",1,"Common","TFC-188",188,"Guess What? - When you play this character, you may draw a card, then choose and discard a card.",2,1,"TFC","""I'm gonna be the best king the Pride Lands have ever seen!""",NA,NA
"597","Nicholas Kole","The First Chapter","Storyborn, Hero, King","Challenger +4, Evasive",1,"Steel","","https://lorcana-api.com/images/simba/returned_king/simba-returned_king-large.png",7,TRUE,"Simba - Returned King","Character",2,"Rare","TFC-189",189,"Challenger +4 (While challenging, this character gets +4 {s}.)

POUNCE: During your turn, this character gains Evasive. (They can challenge characters with Evasive.)",6,4,"TFC","""I'll do whatever it takes to save my kingdom.""",NA,NA
"598","Cookie","The First Chapter","Storyborn, Hero, Prince",NA,1,"Steel","","https://lorcana-api.com/images/simba/rightful_heir/simba-rightful_heir-large.png",5,FALSE,"Simba - Rightful Heir","Character",2,"Uncommon","TFC-190",190,"I Know What I Have To Do - During your turn, whenever this character banishes another character in a challenge, you gain 1 lore.",5,3,"TFC","""I can't hide anymore. It's time to accept my destiny.""",NA,NA
"599","Leonardo Giammichele","The First Chapter","Storyborn, Ally, Pirate",NA,1,"Steel","","https://lorcana-api.com/images/starkey/hook's_henchman/starkey-hook's_henchman-large.png",5,TRUE,"Starkey - Hook's Henchman","Character",1,"Uncommon","TFC-191",191,"Aye Aye, Captain - While you have a Captain character in play, this character gets +1 {l}.",4,5,"TFC","A pirate must be tough, loyal, and strong. ""Smart"" doesn't even make the list.",NA,NA
"600","Andrew Trabbold","The First Chapter","Dreamborn, Villain, Deity",NA,1,"Steel","","https://lorcana-api.com/images/te_ka/heartless/te_ka-heartless-large.png",6,TRUE,"Te Ka - Heartless","Character",2,"Legendary","TFC-192",192,"Seek The Heart - During your turn, whenever this character banishes another character in a challenge, you gain 2 lore.",5,5,"TFC","Maui: ""Ever defeat a lava monster?"" 
Moana: ""No, have you?""",NA,NA
"601","Cookie","The First Chapter","Floodborn, Ally, Fairy","Shift 4",1,"Steel","","https://lorcana-api.com/images/tinker_bell/giant_fairy/tinker_bell-giant_fairy-large.png",6,TRUE,"Tinker Bell - Giant Fairy","Character",2,"Super Rare","TFC-193",193,"Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Tinker Bell.) 

ROCK THE BOAT: When you play this character, deal 1 damage to each opposing character.

Puny Pirate! - During your turn, whenever this character banishes another character in a challenge, you may deal 2 damage to chosen opposing character.",5,4,"TFC",NA,NA,NA
"602","Grace Tran","The First Chapter","Dreamborn, Ally, Fairy",NA,1,"Steel","","https://lorcana-api.com/images/tinker_bell/tiny_tactician/tinker_bell-tiny_tactician-large.png",3,TRUE,"Tinker Bell - Tiny Tactician","Character",1,"Common","TFC-194",194,"Battle Plans - {e} - Draw a card, then choose and discard a card.",4,2,"TFC","Sometimes all you need is a little tactical genius.",NA,NA
"603","Koni","The First Chapter",NA,NA,1,"Steel","","https://lorcana-api.com/images/a_whole_new_world/a_whole_new_world-large.png",5,FALSE,"A Whole New World","Action - Song",NA,"Super Rare","TFC-195",195,"(A character with cost 5 or more can {e} to sing this song for free.)

Each player discards their hand and draws 7 cards.",NA,NA,"TFC","Shining, shimmering, splendid . . .",NA,NA
"604","Grace Tran","The First Chapter",NA,NA,1,"Steel","","https://lorcana-api.com/images/break/break-large.png",2,TRUE,"Break","Action",NA,"Common","TFC-196",196,"Banish chosen item.",NA,NA,"TFC","No one throws a tantrum like a beast.",NA,NA
"605","Matt Chapman","The First Chapter",NA,NA,1,"Steel","","https://lorcana-api.com/images/fire_the_cannons!/fire_the_cannons!-large.png",1,FALSE,"Fire The Cannons!","Action",NA,"Common","TFC-197",197,"Deal 2 damage to chosen character.",NA,NA,"TFC","Captain Hook: ""Double the powder and shorten the fuse!"" 
Mr. Smee: ""Shorten the powder and double the fuse!""",NA,NA
"606","Peter Brockhammer","The First Chapter",NA,NA,1,"Steel","","https://lorcana-api.com/images/grab_your_sword/grab_your_sword-large.png",5,FALSE,"Grab Your Sword","Action - Song",NA,"Rare","TFC-198",198,"(A character with cost 5 or more can {e} to sing this song for free.)

Deal 2 damage to each opposing character.",NA,NA,"TFC","We don't like
What we don't understand
In fact, it scares us",NA,NA
"607","Amber Kommavongsa","The First Chapter",NA,NA,1,"Steel","","https://lorcana-api.com/images/ransack/ransack-large.png",2,TRUE,"Ransack","Action",NA,"Uncommon","TFC-199",199,"Draw 2 cards, then choose and discard 2 cards.",NA,NA,"TFC","Who has time to read labels?",NA,NA
"608","Simangaliso Sibaya","The First Chapter",NA,NA,1,"Steel","","https://lorcana-api.com/images/smash/smash-large.png",3,TRUE,"Smash","Action",NA,"Uncommon","TFC-200",200,"Deal 3 damage to chosen character.",NA,NA,"TFC","""Go away!""",NA,NA
"609","Samanta Erdini","The First Chapter",NA,NA,1,"Steel","","https://lorcana-api.com/images/beast's_mirror/beast's_mirror-large.png",2,TRUE,"Beast's Mirror","Item",NA,"Common","TFC-201",201,"Show Me - {e}, 3 {i} - If you have no cards in your hand, draw a card.",NA,NA,"TFC","Ashamed of his monstrous form, the Beast concealed himself inside his castle, with a magic mirror as his only window to the outside world.",NA,NA
"610","Kamil Murzyn","The First Chapter",NA,NA,1,"Steel","","https://lorcana-api.com/images/frying_pan/frying_pan-large.png",2,TRUE,"Frying Pan","Item",NA,"Uncommon","TFC-202",202,"Clang! - Banish this item - Chosen character can't challenge during their next turn.",NA,NA,"TFC","It's a fine piece of cookware, but as a weapon it's truly stunning.",NA,NA
"611","Dav Augereau","The First Chapter",NA,"Bodyguard",1,"Steel","","https://lorcana-api.com/images/musketeer_tabard/musketeer_tabard-large.png",4,FALSE,"Musketeer Tabard","Item",NA,"Rare","TFC-203",203,"All For One And One For All - Whenever one of your characters with Bodyguard is banished, you may draw a card.",NA,NA,"TFC","There's no such thing as a lone musketeer.",NA,NA
"612","Oleg Yurkov","The First Chapter",NA,NA,1,"Steel","","https://lorcana-api.com/images/plasma_blaster/plasma_blaster-large.png",3,FALSE,"Plasma Blaster","Item",NA,"Rare","TFC-204",204,"Quick Shot - {e}, 2 {i}: Deal 1 damage to chosen character.",NA,NA,"TFC","""You don't have to say 'pew pew' when you use it, but it doesn't hurt."" 
-Lilo, galactic hero",NA,NA
"613","Eri Welli","Ursula's Return","Storyborn, Mentor, Madrigal",NA,4,"Amber","Encanto","https://lorcana-api.com/images/agustin_madrigal/clumsy_dad/agustin_madrigal-clumsy_dad-large.png",1,TRUE,"Agustin Madrigal - Clumsy Dad","Character",1,"Common","URS-001",1,NA,2,2,"URS","Falling for Julieta was the easiest thing he'd ever done.",NA,NA
"614","Maxine Vee","Ursula's Return","Storyborn, Mentor, Madrigal",NA,4,"Amber","Encanto","https://lorcana-api.com/images/alma_madrigal/family_matriarch/alma_madrigal-family_matriarch-large.png",3,FALSE,"Alma Madrigal - Family Matriarch","Character",2,"Rare","URS-002",2,"To the Table - When you play this character, you may search your deck for a Madrigal character card and reveal that card to all players. Shuffle your deck and put that card on top of it.",3,1,"URS","""Let's be clear, Abuela runs this show.""
-Mirabel",NA,NA
"615","Matthew Robert Davies","Ursula's Return","Storyborn, Hero, Princess","Singer 7",4,"Amber","The Little Mermaid","https://lorcana-api.com/images/ariel/singing_mermaid/ariel-singing_mermaid-large.png",4,TRUE,"Ariel - Singing Mermaid","Character",2,"Rare","URS-003",3,"Singer 7 (This character counts as cost 7 to sing songs.)",3,3,"URS","""Watch and you'll see-some day I'll be part of your world!""",NA,NA
"616","Miss Tania Soler","Ursula's Return","Dreamborn, Hero, Princess","Singer 9",4,"Amber","Cinderella","https://lorcana-api.com/images/cinderella/melody_weaver/cinderella-melody_weaver-large.png",5,TRUE,"Cinderella - Melody Weaver","Character",2,"Legendary","URS-004",4,"Singer 9 (This character counts as cost 9 to sing songs.)
Beautiful Voice - Whenever this character sings a song, your other Princess characters get +1{l} this turn.",5,1,"URS",NA,NA,NA
"617","Heidi Neunhoffer","Ursula's Return","Dreamborn, Ally",NA,4,"Amber","Beauty and the Beast","https://lorcana-api.com/images/cogsworth/majordomo/cogsworth-majordomo-large.png",4,TRUE,"Cogsworth - Majordomo","Character",1,"Common","URS-005",5,"As You Were! - Whenever this character quests, you may give chosen character -2{p} until the start of your next turn.",3,3,"URS","""If it's a fight they want, we'll be ready for them.""",NA,NA
"618","Stefano Zanchi","Ursula's Return","Dreamborn, Ally",NA,4,"Amber","Disney Classics","https://lorcana-api.com/images/daisy_duck/lovely_lady/daisy_duck-lovely_lady-large.png",1,TRUE,"Daisy Duck - Lovely Lady","Character",1,"Uncommon","URS-006",6,NA,3,1,"URS","Sweet Daisy, the fairest duck I ever met
Each flaxen lock a rush of flowing gold
Her bill the color of summer sunset
Exquisite plumes, a wonder to behold",NA,NA
"619","Kendall Hale","Ursula's Return","Dreamborn, Hero, Musketeer",NA,4,"Amber","The Three Musketeers","https://lorcana-api.com/images/daisy_duck/musketeer_spy/daisy_duck-musketeer_spy-large.png",4,TRUE,"Daisy Duck - Musketeer Spy","Character",1,"Common","URS-007",7,"Infiltration - When you play this character, each opponent chooses and discards a card.",3,2,"URS","She has a talent for thwarting hidden schemes.",NA,NA
"620","Jochem van gool","Ursula's Return","Dreamborn, Hero, Musketeer","Bodyguard",4,"Amber","The Three Musketeers","https://lorcana-api.com/images/donald_duck/musketeer_soldier/donald_duck-musketeer_soldier-large.png",3,TRUE,"Donald Duck - Musketeer Soldier","Character",1,"Uncommon","URS-008",8,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)
Wait For Me! - When you play this character, chosen character gets +1{l} this turn.",3,2,"URS",NA,NA,NA
"621","Hedvig Haggman-Sund","Ursula's Return","Storyborn, Ally, Madrigal",NA,4,"Amber","Encanto","https://lorcana-api.com/images/felix_madrigal/fun-loving_family_man/felix_madrigal-fun-loving_family_man-large.png",3,TRUE,"Felix Madrigal - Fun-Loving Family Man","Character",2,"Uncommon","URS-009",9,NA,4,2,"URS","Who needs a gift when you're having this much fun?",NA,NA
"622","Brian Kesinger","Ursula's Return","Storyborn, Villain",NA,4,"Amber","The Beauty and the Beast","https://lorcana-api.com/images/gaston/despicable_dealer/gaston-despicable_dealer-large.png",3,FALSE,"Gaston - Despicable Dealer","Character",1,"Super Rare","URS-010",10,"Dubious Recruitment - {e}: You pay 2{i} less for the next character you play this turn.",4,2,"URS","""Yes, yes, everything will be ready. Just make sure you do your part.""",NA,NA
"623","Andrea Parisi","Ursula's Return","Storyborn, Ally",NA,4,"Amber","Disney Classics","https://lorcana-api.com/images/golden_harp/enchanter_of_the_land/golden_harp-enchanter_of_the_land-large.png",1,TRUE,"Golden Harp - Enchanter of the Land","Character",2,"Rare","URS-011",11,"Stolen Away - At the end of your turn, if you didn't play a song this turn, banish this character",4,1,"URS","You'll miss her when she's gone.",NA,NA
"624","Carlos Luzzi","Ursula's Return","Dreamborn, Hero, Musketeer","Bodyguard",4,"Amber","The Three Musketeers","https://lorcana-api.com/images/goofy/musketeer_swordsman/goofy-musketeer_swordsman-large.png",4,FALSE,"Goofy - Musketeer Swordsman","Character",2,"Rare","URS-012",12,"En Gawrsh! - Whenever you play a character with Bodyguard, ready this character. He can't quest for the rest of this turn.",4,3,"URS","""Count me in!""",NA,NA
"625","Cristian Romero","Ursula's Return","Storyborn, Mentor, Madrigal",NA,4,"Amber","Encanto","https://lorcana-api.com/images/julieta_madrigal/excellent_cook/julieta_madrigal-excellent_cook-large.png",3,TRUE,"Julieta Madrigal - Excellent Cook","Character",1,"Uncommon","URS-013",13,"Signature Recipe - When you play this character, you may remove up to 2 damage from chosen character. If you removed damage this way, you may draw a card.",4,1,"URS","""Eat this, mi amor.""",NA,NA
"626","Stefano Zanchi","Ursula's Return","Storyborn, Ally",NA,4,"Amber","The Little Mermaid","https://lorcana-api.com/images/max/loyal_sheepdog/max-loyal_sheepdog-large.png",3,TRUE,"Max - Loyal Sheepdog","Character",1,"Common","URS-014",14,"Here Boy - If you have a character named Prince Eric in play, you play 1{i} less to play this character.",3,4,"URS",NA,NA,NA
"627","Filipe Laurentino","Ursula's Return","Storyborn, Hero","Support",4,"Amber","Disney Classics","https://lorcana-api.com/images/mickey_mouse/leader_of_the_band/mickey_mouse-leader_of_the_band-large.png",4,TRUE,"Mickey Mouse - Leader of the Band","Character",1,"Uncommon","URS-015",15,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)
Strike Up the Music - When you play this character, chosen character gains Support this turn.",5,2,"URS",NA,NA,NA
"628","Jochem van Gool","Ursula's Return","Floodborn, Hero, Musketeer, Captain","Shift 5, Bodyguard, Support",4,"Amber","The Three Musketeers","https://lorcana-api.com/images/mickey_mouse/musketeer_captain/mickey_mouse-musketeer_captain-large.png",7,FALSE,"Mickey Mouse - Musketeer Captain","Character",2,"Legendary","URS-016",16,"Shift 5 (You may pay 5{i} to play this on top of one of your characters named Mickey Mouse.)
Bodyguard, Support
Musketeers United - When you play this character, if you used Shift to play him, you may draw a card for each character with Bodyguard you have in play.",6,3,"URS",NA,NA,NA
"629","Leonardo Giammichele","Ursula's Return","Dreamborn, Hero, Musketeer","Bodyguard",4,"Amber","The Three Musketeers","https://lorcana-api.com/images/minnie_mouse/musketeer_champion/minnie_mouse-musketeer_champion-large.png",5,FALSE,"Minnie Mouse - Musketeer Champion","Character",2,"Super Rare","URS-017",17,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)
Dramatic Entrance - When you play this character, banish chosen opposing character with 5{s} or more.",5,1,"URS",NA,NA,NA
"630","Aubrey Archer","Ursula's Return","Dreamborn, Hero, Madrigal","Support",4,"Amber","Encanto","https://lorcana-api.com/images/mirabel_madrigal/gift_of_the_family/mirabel_madrigal-gift_of_the_family-large.png",5,FALSE,"Mirabel Madrigal - Gift of the Family","Character",2,"Super Rare","URS-018",18,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)
Saving the Miracle - Whenever this character quests, your other Madrigal characters ger +1{l} this turn.",5,3,"URS",NA,NA,NA
"631","Samanta Erdini","Ursula's Return","Storyborn, Hero, Madrigal","Support",4,"Amber","Encanto","https://lorcana-api.com/images/mirabel_madrigal/prophecy_finder/mirabel_madrigal-prophecy_finder-large.png",2,TRUE,"Mirabel Madrigal - Prophecy Finder","Character",1,"Common","URS-019",19,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",2,2,"URS","""Why would Bruno break this prophecy? Could it be something dangerous? We have to find out!""",NA,NA
"632","Kenneth Anderson","Ursula's Return","Storyborn, Ally",NA,4,"Amber","Disney Classics","https://lorcana-api.com/images/pluto/rescue_dog/pluto-rescue_dog-large.png",5,TRUE,"Pluto - Rescue Dog","Character",2,"Common","URS-020",20,"To the Rescue - When you play this character, you may remove up to 3 damage from one of your characters.",5,4,"URS","When you need help, his is the first face you want to see.",NA,NA
"633","Linh Dang","Ursula's Return","Dreamborn, Hero, Prince","Bodyguard",4,"Amber","The Little Mermaid","https://lorcana-api.com/images/prince_eric/seafaring_prince/prince_eric-seafaring_prince-large.png",3,TRUE,"Prince Eric - Seafaring Prince","Character",1,"Common","URS-021",21,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)",3,3,"URS",NA,NA,NA
"634","Lisanne Koeteeuw","Ursula's Return","Floodborn, Hero, Prince","Shift 4, Bodyguard",4,"Amber","The Little Mermaid","https://lorcana-api.com/images/prince_eric/ursula's_groom/prince_eric-ursula's_groom-large.png",6,TRUE,"Prince Eric - Ursula's Groom","Character",2,"Uncommon","URS-022",22,"Shift 4 (You may pay 4{i} to play this on top of one of your characters named Prince Eric.)
Under Vanessa's Spell - While you have a character named Ursula in play, this character gains Bodyguard and gets +2{w}. (An opposing character who challenges one of your characters must choose one with Bodyguard if able.)",5,5,"URS",NA,NA,NA
"635","Aisha Durmagambetova","Ursula's Return","Storyborn, Hero, Alien",NA,4,"Amber","Lilo and Stitch","https://lorcana-api.com/images/stitch/alien_dancer/stitch-alien_dancer-large.png",2,TRUE,"Stitch - Alien Dancer","Character",1,"Common","URS-023",23,NA,3,2,"URS","Moving to the music, he begins to understand the true meaning of ohana and how he fits into the family he has found.",NA,NA
"636","Lisanne Koeteeuw","Ursula's Return","Floodborn, Villain, Princess, Sorcerer","Shift",4,"Amber","The Little Mermaid","https://lorcana-api.com/images/ursula/eric's_bride/ursula-eric's_bride-large.png",4,FALSE,"Ursula - Eric's Bride","Character",2,"Rare","URS-024",24,"Shift: Discard a song card (You may discard a song card to play this on top of one of your characters named Ursula.)
Vanessa's Design - Whenever this character quests, chosen opponent reveals their hand and discards a non-character card of your choice.",4,2,"URS",NA,NA,NA
"637","Angela Simpson","Ursula's Return","Storyborn, Villain, Sorcerer","Singer 4",4,"Amber","The Little Mermaid","https://lorcana-api.com/images/ursula/vanessa/ursula-vanessa-large.png",2,TRUE,"Ursula - Vanessa","Character",1,"Common","URS-025",25,"Singer 4 (This character counts as cost 4 to sing songs.)",4,1,"URS","This magic will certainly do the trick.",NA,NA
"638","Cristian Romero","Ursula's Return",NA,NA,4,"Amber","Encanto","https://lorcana-api.com/images/bruno's_return/bruno's_return-large.png",2,FALSE,"Bruno's Return","Action",NA,"Uncommon","URS-026",26,"Return a character card from your discard to your hand. Then remove up to 2 damage from chosen character.",NA,NA,"URS","""I feel like I missed something important.""",NA,NA
"639","Gonzalo Kenny","Ursula's Return",NA,NA,4,"Amber","Disney Classics","https://lorcana-api.com/images/first_aid/first_aid-large.png",1,TRUE,"First Aid","Action",NA,"Common","URS-027",27,"Remove up to 1 damage from each of your characters.",NA,NA,"URS","""There, now-isn't that better?""",NA,NA
"640","Giulia Riva","Ursula's Return",NA,"Sing Together 7",4,"Amber","Encanto","https://lorcana-api.com/images/look_at_this_family/look_at_this_family-large.png",7,TRUE,"Look at this Family","Action - Song",NA,"Rare","URS-028",28,"Sing Together 7 (Any number of your or your teammates' characters with total cost 7 or more may {e} to sing this song for free.)
Look at the top 5 cards of your deck. You may reveal up to 2 character cards and put them into your hand. Put the rest on the bottom of your deck in any order.",NA,NA,"URS",NA,NA,NA
"641","Ellie Horie","Ursula's Return",NA,NA,4,"Amber","Frozen","https://lorcana-api.com/images/lost_in_the_woods/lost_in_the_woods-large.png",4,TRUE,"Lost in the Woods","Action - Song",NA,"Uncommon","URS-029",29,"(A character with cost X or more can {e} to sing this song for free.)
All opposing characters get -2{s} until the start of your next turn.",NA,NA,"URS","I'm left behind, wondering if I should follow.",NA,NA
"642","Mariana Moreno Ayala","Ursula's Return",NA,NA,4,"Amber","The Little Mermaid","https://lorcana-api.com/images/sign_the_scroll/sign_the_scroll-large.png",3,FALSE,"Sign the Scroll","Action",NA,"Uncommon","URS-030",30,"Each opponent may choose and discard a card. For each opponent who doesn't, you gain 2 lore.",NA,NA,"URS",NA,NA,NA
"643","Kuya Jaypi","Ursula's Return",NA,NA,4,"Amber","Encanto","https://lorcana-api.com/images/miracle_candle/miracle_candle-large.png",2,TRUE,"Miracle Candle","Item",NA,"Rare","URS-031",31,"Abuela's Gift - Banish this item: If you have 3 or more characters in play, gain 2 lore and remove up to 2 damage from chosen location.",NA,NA,"URS",NA,NA,NA
"644","Simone Buonfantino","Ursula's Return",NA,NA,4,"Amber","Lilo and Stitch","https://lorcana-api.com/images/record_player/record_player-large.png",2,TRUE,"Record Player","Item",NA,"Common","URS-032",32,"Look at This! - Whenever you play a song, chosen character gets -2{s} until the start of your next turn.
Hit Parade - Your characters named Stitch count as having +1 cost to sing songs.",NA,NA,"URS",NA,NA,NA
"645","Alex Shin","Ursula's Return",NA,NA,4,"Amber","The Little Mermaid","https://lorcana-api.com/images/atlantica/concert_hall/atlantica-concert_hall-large.png",1,TRUE,"Atlantica - Concert Hall","Location",NA,"Common","URS-033",33,"Underwater Acoustics - Characters count as having +2 cost to sing songs while here.",6,NA,"URS",NA,NA,2
"646","Jeremy Adams","Ursula's Return",NA,NA,4,"Amber","Hercules","https://lorcana-api.com/images/the_underworld/river_styx/the_underworld-river_styx-large.png",2,TRUE,"The Underworld - River Styx","Location",1,"Rare","URS-034",34,"Save a Soul - Whenever a character quests while here, you may pay 3{i} to return a character card from your discard to your hand.",6,NA,"URS",NA,NA,2
"647","Ellia Horie","Ursula's Return","Storyborn, Ally, Madrigal",NA,4,"Amethyst","Encanto","https://lorcana-api.com/images/antonio_madrigal/animal_expert/antonio_madrigal-animal_expert-large.png",3,TRUE,"Antonio Madrigal - Animal Expert","Character",1,"Uncommon","URS-035",35,NA,4,3,"URS","""Once upon a time, there was a casita in the mountains with a very special family. . . .""",NA,NA
"648","Malia Ewart","Ursula's Return","Floodborn, Hero, Princess, Sorcerer","Shift 3",4,"Amethyst","The Beauty and the Beast","https://lorcana-api.com/images/belle/accomplished_mystic/belle-accomplished_mystic-large.png",5,TRUE,"Belle - Accomplished Mystic","Character",2,"Super Rare","URS-036",36,"Shift 5 (You may pay 5{i} to play this on top of one of your characters named Belle.)
Enhanced Healing - When you play this character, move up to 3 damage counters from chosen character to chosen opposing character.",4,4,"URS","The mixed ink had changed more than just the rose.",NA,NA
"649","Angelina Ricardo","Ursula's Return","Dreamborn, Hero, Princess",NA,4,"Amethyst","The Beauty and the Beast","https://lorcana-api.com/images/belle/untrained_mystic/belle-untrained_mystic-large.png",3,TRUE,"Belle - Untrained Mystic","Character",1,"Common","URS-037",37,"Here Now, Don't Do That - When you play this character, move up to 1 damage counter from chosen character to chosen opposing character.",3,3,"URS","No matter what she tried, Belle couldn't completely heal Beast's wound.",NA,NA
"650","Aubrey Archer","Ursula's Return","Storyborn, Ally, Madrigal",NA,4,"Amethyst","Encanto","https://lorcana-api.com/images/bruno_madrigal/out_of_the_shadows/bruno_madrigal-out_of_the_shadows-large.png",5,FALSE,"Bruno Madrigal - Out of the Shadows","Character",1,"Rare","URS-038",38,"It Was Your Vision - When you play this character, chosen character gains ""When this character is banished in a challenge, you may return this card to your hand"" this turn.",5,4,"URS",NA,NA,NA
"651","Juan Diego Leon","Ursula's Return","Storyborn, Ally, Madrigal","Evasive",4,"Amethyst","Encanto","https://lorcana-api.com/images/bruno_madrigal/undetected_uncle/bruno_madrigal-undetected_uncle-large.png",4,TRUE,"Bruno Madrigal - Undetected Uncle","Character",1,"Super Rare","URS-039",39,"Evasive (Only characters with Evasive can challenge this character.)
You Just Have to See It - {e}: Name a card, then reveal the top card of your deck. If it's the named card, put that card into your hand and gain 3 lore. Otherwise, put it on the top of your deck.",3,3,"URS",NA,NA,NA
"652","Emily Abeydeera","Ursula's Return","Storyborn, Ally, Madrigal","Challenger +2",4,"Amethyst","Encanto","https://lorcana-api.com/images/camilo_madrigal/prankster/camilo_madrigal-prankster-large.png",4,TRUE,"Camilo Madrigal - Prankster","Character",1,"Uncommon","URS-040",40,"Many Forms - At the start of your turn, you may choose one:
- This character gets +1{l} this turn.
- This character gains Challenger +2 this turn. (While challenging, this character gets +2{s}.)",5,2,"URS",NA,NA,NA
"653","Otto Paredes","Ursula's Return","Storyborn, Ally, Madrigal",NA,4,"Amethyst","Encanto","https://lorcana-api.com/images/dolores_madrigal/easy_listener/dolores_madrigal-easy_listener-large.png",4,TRUE,"Dolores Madrigal - Easy Listener","Character",2,"Common","URS-041",41,"Magical Informant - When you play this character, if an opponent has an exerted character in play, you may draw a card.",3,3,"URS",NA,NA,NA
"654","Mariana Moreno","Ursula's Return","Storyborn, Hero, Queen, Sorcerer","Challenger +2, Rush",4,"Amethyst","Frozen","https://lorcana-api.com/images/elsa/storm_chaser/elsa-storm_chaser-large.png",3,FALSE,"Elsa - Storm Chaser","Character",1,"Rare","URS-042",42,"Tempest - {e}: Chosen character gains Challenger +2 and Rush this turn. (They get +2{s} while challenging. They can challenge the turn they're played.)",4,1,"URS","After Elsa dispersed Ursula's storm, Anna was nowhere to be found.",NA,NA
"655","Brian Kesinger","Ursula's Return","Dreamborn, Ally",NA,4,"Amethyst","The Little Mermaid","https://lorcana-api.com/images/flotsam/ursula's_baby/flotsam-ursula's_baby-large.png",3,FALSE,"Flotsam - Ursula's ""Baby""","Character",1,"Uncommon","URS-043",43,"Quick Escape - When this character is banished in a challenge, return this card to your hand.
Ominous Pair - Your characters named Jetsam gain ""When this character is banished in a challenge, return this card to your hand.""",2,4,"URS","""Now the crown and the trident are mine!"" -Ursula",NA,NA
"656","Brian Kesinger","Ursula's Return","Floodborn, Ally","Shift",4,"Amethyst","The Little Mermaid","https://lorcana-api.com/images/flotsam_&_jetsam/entangling_eels/flotsam_&_jetsam-entangling_eels-large.png",6,TRUE,"Flotsam & Jetsam - Entangling Eels","Character",2,"Uncommon","URS-044",44,"Shift: Discard 2 cards (You may discard 2 cards to play this on top of one of your characters named Flotsam or Jetsam.)
(This character counts as being named both Flotsam and Jetsam.)",5,5,"URS",NA,NA,NA
"657","Otto Paredes","Ursula's Return","Storyborn, Ally, Madrigal","Evasive",4,"Amethyst","Encanto","https://lorcana-api.com/images/isabella_madrigal/isabella_madrigal-large.png",5,TRUE,"Isabella Madrigal","Character",1,"Rare","URS-045",45,"Evasive (Only characters with Evasive can challenge this character.)
Ladies First - During your turn, if no other character has quested this turn, this character gets +3{l}.
Leave it to me - Whenever this character quests, your other characters can't quest for the rest of this turn.",4,3,"URS",NA,NA,NA
"658","Brian Kesinger","Ursula's Return","Dreamborn, Ally","Challenger +2",4,"Amethyst","The Little Mermaid","https://lorcana-api.com/images/jetsam/ursula's_baby/jetsam-ursula's_baby-large.png",3,TRUE,"Jetsam - Ursula's ""Baby""","Character",1,"Common","URS-046",46,"Challenger +2 (While challenging, this character gets +2{s}.)
Ominous Pair - Your characters named Flotsam gain Challenger +2.",4,2,"URS","He snatched the trident from the betrayed glimmer",NA,NA
"659","Juan Diego Leon","Ursula's Return","Storyborn, Ally, Madrigal","Rush",4,"Amethyst","Encanto","https://lorcana-api.com/images/luisa_madrigal/magically_strong_one/luisa_madrigal-magically_strong_one-large.png",4,FALSE,"Luisa Madrigal - Magically Strong One","Character",1,"Common","URS-047",47,"Rush (This character can challenge the turn they're played.)",3,4,"URS","""This rock? No problem. Go get that prophecy hermana!""",NA,NA
"660","Eva Widermann","Ursula's Return","Dreamborn, Broom",NA,4,"Amethyst","Fantasia","https://lorcana-api.com/images/magic_broom/illuminary_keeper/magic_broom-illuminary_keeper-large.png",1,TRUE,"Magic Broom - Illuminary Keeper","Character",1,"Common","URS-048",48,"Nice and Tidy - Whenever you play another character, you may banish this character to draw a card.",2,1,"URS","Just a few barnacles away from retirement . . .",NA,NA
"661","Rudy Hill","Ursula's Return","Dreamborn, Broom",NA,4,"Amethyst"," Fantasia","https://lorcana-api.com/images/magic_broom/lively_sweeper/magic_broom-lively_sweeper-large.png",3,TRUE,"Magic Broom - Lively Sweeper","Character",1,"Common","URS-049",49,NA,4,2,"URS","Clean like no one's watching.",NA,NA
"662","Natalia Trykowska","Ursula's Return","Storyborn, Ally",NA,4,"Amethyst","The Beauty and the Beast","https://lorcana-api.com/images/magical_maid/feather_duster/magical_maid-feather_duster-large.png",2,TRUE,"Magical Maid - Feather Duster","Character",2,"Uncommon","URS-050",50,NA,2,2,"URS","""Have you ever seen anything so beautiful?"" She asked, marveling at the Amethyst trees.
""No, cherie,"" Lumiere replied, never taking his eyes off her. ""I have not.""",NA,NA
