"","Name","Set_Name","Classifications","Abilities","Color","Franchise","Cost","Inkable","Type","Lore","Rarity","Body_Text","Willpower","Strength","Move_Cost"
"635","Stitch - Alien Dancer","Ursula's Return","Storyborn, Hero, Alien",NA,"Amber","Lilo and Stitch",2,TRUE,"Character",1,"Common",NA,3,2,NA
"636","Ursula - Eric's Bride","Ursula's Return","Floodborn, Villain, Princess, Sorcerer","Shift","Amber","The Little Mermaid",4,FALSE,"Character",2,"Rare","Shift: Discard a song card (You may discard a song card to play this on top of one of your characters named Ursula.)
Vanessa's Design - Whenever this character quests, chosen opponent reveals their hand and discards a non-character card of your choice.",4,2,NA
"637","Ursula - Vanessa","Ursula's Return","Storyborn, Villain, Sorcerer","Singer 4","Amber","The Little Mermaid",2,TRUE,"Character",1,"Common","Singer 4 (This character counts as cost 4 to sing songs.)",4,1,NA
"638","Bruno's Return","Ursula's Return",NA,NA,"Amber","Encanto",2,FALSE,"Action",NA,"Uncommon","Return a character card from your discard to your hand. Then remove up to 2 damage from chosen character.",NA,NA,NA
"639","First Aid","Ursula's Return",NA,NA,"Amber","Disney Classics",1,TRUE,"Action",NA,"Common","Remove up to 1 damage from each of your characters.",NA,NA,NA
"640","Look at this Family","Ursula's Return",NA,"Sing Together 7","Amber","Encanto",7,TRUE,"Action - Song",NA,"Rare","Sing Together 7 (Any number of your or your teammates' characters with total cost 7 or more may {e} to sing this song for free.)
Look at the top 5 cards of your deck. You may reveal up to 2 character cards and put them into your hand. Put the rest on the bottom of your deck in any order.",NA,NA,NA
"641","Lost in the Woods","Ursula's Return",NA,NA,"Amber","Frozen",4,TRUE,"Action - Song",NA,"Uncommon","(A character with cost X or more can {e} to sing this song for free.)
All opposing characters get -2{s} until the start of your next turn.",NA,NA,NA
"642","Sign the Scroll","Ursula's Return",NA,NA,"Amber","The Little Mermaid",3,FALSE,"Action",NA,"Uncommon","Each opponent may choose and discard a card. For each opponent who doesn't, you gain 2 lore.",NA,NA,NA
"643","Miracle Candle","Ursula's Return",NA,NA,"Amber","Encanto",2,TRUE,"Item",NA,"Rare","Abuela's Gift - Banish this item: If you have 3 or more characters in play, gain 2 lore and remove up to 2 damage from chosen location.",NA,NA,NA
"644","Record Player","Ursula's Return",NA,NA,"Amber","Lilo and Stitch",2,TRUE,"Item",NA,"Common","Look at This! - Whenever you play a song, chosen character gets -2{s} until the start of your next turn.
Hit Parade - Your characters named Stitch count as having +1 cost to sing songs.",NA,NA,NA
"645","Atlantica - Concert Hall","Ursula's Return",NA,NA,"Amber","The Little Mermaid",1,TRUE,"Location",NA,"Common","Underwater Acoustics - Characters count as having +2 cost to sing songs while here.",6,NA,2
"646","The Underworld - River Styx","Ursula's Return",NA,NA,"Amber","Hercules",2,TRUE,"Location",1,"Rare","Save a Soul - Whenever a character quests while here, you may pay 3{i} to return a character card from your discard to your hand.",6,NA,2
"647","Antonio Madrigal - Animal Expert","Ursula's Return","Storyborn, Ally, Madrigal",NA,"Amethyst","Encanto",3,TRUE,"Character",1,"Uncommon",NA,4,3,NA
"648","Belle - Accomplished Mystic","Ursula's Return","Floodborn, Hero, Princess, Sorcerer","Shift 3","Amethyst","The Beauty and the Beast",5,TRUE,"Character",2,"Super Rare","Shift 5 (You may pay 5{i} to play this on top of one of your characters named Belle.)
Enhanced Healing - When you play this character, move up to 3 damage counters from chosen character to chosen opposing character.",4,4,NA
"649","Belle - Untrained Mystic","Ursula's Return","Dreamborn, Hero, Princess",NA,"Amethyst","The Beauty and the Beast",3,TRUE,"Character",1,"Common","Here Now, Don't Do That - When you play this character, move up to 1 damage counter from chosen character to chosen opposing character.",3,3,NA
"650","Bruno Madrigal - Out of the Shadows","Ursula's Return","Storyborn, Ally, Madrigal",NA,"Amethyst","Encanto",5,FALSE,"Character",1,"Rare","It Was Your Vision - When you play this character, chosen character gains ""When this character is banished in a challenge, you may return this card to your hand"" this turn.",5,4,NA
"651","Bruno Madrigal - Undetected Uncle","Ursula's Return","Storyborn, Ally, Madrigal","Evasive","Amethyst","Encanto",4,TRUE,"Character",1,"Super Rare","Evasive (Only characters with Evasive can challenge this character.)
You Just Have to See It - {e}: Name a card, then reveal the top card of your deck. If it's the named card, put that card into your hand and gain 3 lore. Otherwise, put it on the top of your deck.",3,3,NA
"652","Camilo Madrigal - Prankster","Ursula's Return","Storyborn, Ally, Madrigal","Challenger +2","Amethyst","Encanto",4,TRUE,"Character",1,"Uncommon","Many Forms - At the start of your turn, you may choose one:
- This character gets +1{l} this turn.
- This character gains Challenger +2 this turn. (While challenging, this character gets +2{s}.)",5,2,NA
"653","Dolores Madrigal - Easy Listener","Ursula's Return","Storyborn, Ally, Madrigal",NA,"Amethyst","Encanto",4,TRUE,"Character",2,"Common","Magical Informant - When you play this character, if an opponent has an exerted character in play, you may draw a card.",3,3,NA
"654","Elsa - Storm Chaser","Ursula's Return","Storyborn, Hero, Queen, Sorcerer","Challenger +2, Rush","Amethyst","Frozen",3,FALSE,"Character",1,"Rare","Tempest - {e}: Chosen character gains Challenger +2 and Rush this turn. (They get +2{s} while challenging. They can challenge the turn they're played.)",4,1,NA
"655","Flotsam - Ursula's ""Baby""","Ursula's Return","Dreamborn, Ally",NA,"Amethyst","The Little Mermaid",3,FALSE,"Character",1,"Uncommon","Quick Escape - When this character is banished in a challenge, return this card to your hand.
Ominous Pair - Your characters named Jetsam gain ""When this character is banished in a challenge, return this card to your hand.""",2,4,NA
"656","Flotsam & Jetsam - Entangling Eels","Ursula's Return","Floodborn, Ally","Shift","Amethyst","The Little Mermaid",6,TRUE,"Character",2,"Uncommon","Shift: Discard 2 cards (You may discard 2 cards to play this on top of one of your characters named Flotsam or Jetsam.)
(This character counts as being named both Flotsam and Jetsam.)",5,5,NA
"657","Isabella Madrigal","Ursula's Return","Storyborn, Ally, Madrigal","Evasive","Amethyst","Encanto",5,TRUE,"Character",1,"Rare","Evasive (Only characters with Evasive can challenge this character.)
Ladies First - During your turn, if no other character has quested this turn, this character gets +3{l}.
Leave it to me - Whenever this character quests, your other characters can't quest for the rest of this turn.",4,3,NA
"658","Jetsam - Ursula's ""Baby""","Ursula's Return","Dreamborn, Ally","Challenger +2","Amethyst","The Little Mermaid",3,TRUE,"Character",1,"Common","Challenger +2 (While challenging, this character gets +2{s}.)
Ominous Pair - Your characters named Flotsam gain Challenger +2.",4,2,NA
"659","Luisa Madrigal - Magically Strong One","Ursula's Return","Storyborn, Ally, Madrigal","Rush","Amethyst","Encanto",4,FALSE,"Character",1,"Common","Rush (This character can challenge the turn they're played.)",3,4,NA
"660","Magic Broom - Illuminary Keeper","Ursula's Return","Dreamborn, Broom",NA,"Amethyst","Fantasia",1,TRUE,"Character",1,"Common","Nice and Tidy - Whenever you play another character, you may banish this character to draw a card.",2,1,NA
"661","Magic Broom - Lively Sweeper","Ursula's Return","Dreamborn, Broom",NA,"Amethyst"," Fantasia",3,TRUE,"Character",1,"Common",NA,4,2,NA
"662","Magical Maid - Feather Duster","Ursula's Return","Storyborn, Ally",NA,"Amethyst","The Beauty and the Beast",2,TRUE,"Character",2,"Uncommon",NA,2,2,NA
"663","Marshmallow - Terrifying Snowman","Ursula's Return","Storyborn, Ally",NA,"Amethyst","Frozen",3,FALSE,"Character",1,"Uncommon","Behemoth - This character gets +1{s} for each card in your hand.",3,0,NA
"664","Mrs. Potts - Enchanted Teapot","Ursula's Return","Storyborn, Ally",NA,"Amethyst","The Beauty and the Beast",4,TRUE,"Character",2,"Rare","It'll Turn Out All Right - When you play this character, if you have a character named Lumiere or Cogsworth in play, you may draw a card.",4,3,NA
"665","Pepa Madrigal - Weather Maker","Ursula's Return","Storyborn, Ally, Madrigal",NA,"Amethyst","Encanto",5,FALSE,"Character",1,"Rare","It Looks Like rain - When you play this character, you may exert chosen opposing character. That character can't ready at the start of their next turn unless they're at a location.",5,1,NA
"666","Peter Pan - Shadow Finder","Ursula's Return","Storyborn, Hero","Rush, Evasive","Amethyst","Peter Pan",3,FALSE,"Character",1,"Super Rare","Rush (This character can challenge the turn they're played.)
Evasive (Only characters with Evasive can challenge this character.)
Fly, of Course! - You other characters with Evasive gain Rush.",3,2,NA
"667","Pico - Helpful Toucan","Ursula's Return","Storyborn, Ally",NA,"Amethyst","Encanto",2,TRUE,"Character",1,"Common",NA,2,3,NA
"668","Tick-Tock, Ever-Present Pursuer","Ursula's Return","Storyborn, Ally","Evasive","Amethyst","Peter Pan",6,TRUE,"Character",1,"Common","Evasive (Only characters with Evasive can challenge this character.)",7,4,NA
"669","Ursula - Mad Sea Witch","Ursula's Return","Dreamborn, Villain, Sorcerer","Challenger +2","Amethyst","The Little Mermaid",2,TRUE,"Character",1,"Uncommon","Challenger +2 (While challenging, this character gets +2{s}.)",3,1,NA
"670","Ursula - Sea Witch Queen","Ursula's Return","Floodborn, Villain, Queen, Sorcerer","Shift 5","Amethyst","The Little Mermaid",7,TRUE,"Character",3,"Legendary","Shift 5 (You may pay 5{i} to play this on top of one of your characters named Ursula.)
Now I am the Ruler! - Whenever this character quests, exert chosen character.
You'll Listen to Me! - Other characters can't exert to sing songs.",7,4,NA
"671","Yen Sid - Powerful Sorcerer","Ursula's Return","Storyborn, Hero, Sorcerer",NA,"Amethyst","Fantasia",2,TRUE,"Character",1,"Legendary","Timely Intervention - When you play this character, if you have a character named Magic Broom in play, you may draw a card.
Arcane Study - While you have 2 or more Broom characters in play, this character gets +2{l}.",3,1,NA
"672","Poor Unfortunate Souls","Ursula's Return",NA,NA,"Amethyst","The Little Mermaid",2,TRUE,"Action - Song",NA,"Common","(A character with cost 2 or more can {e} to sing this song for free.)
Return chosen character, Item, or location with cost 2 or less to their player's hand.",NA,NA,NA
"673","Second Star to the Right","Ursula's Return",NA,"Sing Together 10","Amethyst","Peter Pan",10,FALSE,"Action - Song",NA,"Rare","Sing Together 10 (Any number of your or your teammates' characters with total cost 10 or more may {e} to sing this song for free.)
Chosen player draws 5 cards.",NA,NA,NA
"674","Swing Into Action","Ursula's Return",NA,"Rush","Amethyst","Encanto",1,TRUE,"Action",NA,"Common","Chosen character gins Rush this turn. (They can challenge the turn they're played.)",NA,NA,NA
"675","Ursula's Plan","Ursula's Return",NA,NA,"Amethyst","The Little Mermaid",3,FALSE,"Action",NA,"Uncommon","Each opponent chooses and exerts one of their characters. Those characters can't ready at the start of their next turn.",NA,NA,NA
"676","Mystical Rose","Ursula's Return",NA,NA,"Amethyst","The Beauty and the Beast",2,TRUE,"Item",NA,"Rare","Dispel the Entanglement - Banish this item: Chosen character named Beast gets +2{l} this turn. If you have a character named Belle in play, Move up to 3 damage counters from chosen character to chosen opposing character.",NA,NA,NA
"677","Rose Lantern","Ursula's Return",NA,NA,"Amethyst","The Beauty and the Beast",2,TRUE,"Item",NA,"Common","Mystical Petals - {e}, 2{i}: Move 1 damage counter from chosen character to chosen opposing character.",NA,NA,NA
"678","Triton's Trident","Ursula's Return",NA,NA,"Amethyst","The Little Mermaid",2,TRUE,"Item",NA,"Uncommon","Symbol of Power - Banish this item: Chosen character gets +1{s} this turn for each card in your hand.",NA,NA,NA
"679","Casa Madrigal - Casita","Ursula's Return",NA,NA,"Amethyst","Encanto",1,TRUE,"Location",NA,"Common","Our Home - At the start of your turn, if you have a character here gain 1 lore.",6,NA,1
"680","Ursula's Lair - Eye of the Storm","Ursula's Return",NA,NA,"Amethyst","The Little Mermaid",3,FALSE,"Location",1,"Rare","Slippery Halls - Whenever a character is banished in a challenge while here, you may return them to your hand.
Seat of Power - Characters named Ursula get +1{l} while here.",6,NA,2
"681","Cri-Kee - Lucky Cricket","Ursula's Return","Storyborn, Ally",NA,"Emerald","Mulan",5,TRUE,"Character",3,"Rare","Spreading Good Fortune - When you play this character, your other characters get +3{s} this turn.",4,3,NA
"682","Diablo - Devoted Herald","Ursula's Return","Floodborn, Ally","Shift, Evasive","Emerald","Sleeping Beauty",3,FALSE,"Character",1,"Legendary","Shift: Discard an action card (You may discard an action card to play this on top of one of your characters named Diablo.)
Evasive (Only characters with Evasive can challenge this character.)
Circle Far and Wide - During each opponent's turn, whenever they draw a card while this character is exerted, you may draw a card.",2,2,NA
"683","Diablo - Maleficent's Spy","Ursula's Return","Storyborn, Ally",NA,"Emerald","Sleeping Beauty",1,TRUE,"Character",1,"Common","Scout Ahead - When you play this character, you may look at each opponent's hand.",2,1,NA
"684","Gunther - Interior Designer","Ursula's Return","Dreamborn, Ally",NA,"Emerald","Tangled",4,TRUE,"Character",2,"Common","Sad-Eyed Puppy - When this character is challenged and banished, each opponent chooses one of their characters and returns that card to their hand.",3,3,NA
"685","Gus - Champion of Cheese","Ursula's Return","Storyborn, Ally",NA,"Emerald","Cinderella",2,TRUE,"Character",1,"Common",NA,3,2,NA
"686","Hades - Double Dealer","Ursula's Return","Storyborn, Villain, Deity",NA,"Emerald","Hercules",4,TRUE,"Character",1,"Legendary","Here's the Trade-Off - {e}, Banish one of your other characters: Play a character with the same name as the banished character for free.",3,3,NA
"687","HeiHei - Bumbling Rooster","Ursula's Return","Storyborn, Ally",NA,"Emerald","Moana",3,TRUE,"Character",2,"Uncommon","Fatten You Up - When you play this character, if an opponent has more cards in their inkwell than you, you may put the top card of your deck into your inkwell facedown and exerted.",3,2,NA
"688","Hera - Queen of the Gods","Ursula's Return","Storyborn, Queen, Deity","Ward, Evasive","Emerald","Hercules",3,TRUE,"Character",2,"Rare","Ward (Opponents can't choose this character except to challenge.)
Protective Goddess - Your characters named Zeus gain Ward.
You're a True Hero - Your characters named Hercules gain Evasive. (Only characters with Evasive can challenge them.)",3,1,NA
"689","Jaq - Connoisseur of Climbing","Ursula's Return","Storyborn, Ally","Reckless","Emerald","Cinderella",3,TRUE,"Character",2,"Common","Sneaky Idea - When you play this character, chosen opposing character gains Reckless during their next turn. (They can't quest and must challenge if able.)",4,1,NA
"690","Jasmine - Desert Warrior","Ursula's Return","Dreamborn, Hero, Princess",NA,"Emerald","Aladdin",5,FALSE,"Character",2,"Rare","Cunning Maneuver - When you play this character and whenever she's challenged, each opponent chooses and discards a card.",3,3,NA
"691","Megara - Captivating Cynic","Ursula's Return","Dreamborn, Ally",NA,"Emerald","Hercules",3,FALSE,"Character",2,"Common","Shady Deal - When you play this character, choose and discard a card or banish this character.",6,3,NA
"692","Megara - Liberated one","Ursula's Return","Storyborn, Ally","Ward","Emerald","Hercules",5,TRUE,"Character",2,"Uncommon","Ward (Opponents can't choose this character except to challenge.)
People Always Do Crazy Things - Whenever you play a character named Hercules, You may ready this character.",4,4,NA
"693","Pain - Immortal Sidekick","Ursula's Return","Storyborn, Ally",NA,"Emerald","Hercules",3,TRUE,"Character",2,"Uncommon",NA,4,2,NA
"694","Panic - Immortal Sidekick","Ursula's Return","Storyborn, Ally",NA,"Emerald","Hercules",4,TRUE,"Character",2,"Uncommon","Reporting for Duty - While this character is exerted, if you have a character named pain in play, your Villain characters can't be challenged.",3,3,NA
"695","Pegasus - Cloud Racer","Ursula's Return","Floodborn, Ally","Shift 3, Evasive","Emerald","Hercules",5,TRUE,"Character",2,"Uncommon","Shift 3 (You may pay 3{i} to play this on top of one of your characters named Pegasus.)
Evasive (Only characters with Evasive can challenge this character.)
Hop On! - When you play this character, if you used Shift to play him, your characters gain Evasive until the start of your next turn.",3,3,NA
"696","Pegasus - Gift for Hercules","Ursula's Return","Storyborn, Ally","Evasive","Emerald","Hercules",1,TRUE,"Character",1,"Common","Evasive (Only characters with Evasive can challenge this character.)",1,1,NA
"697","Pete - Born to Cheat","Ursula's Return","Dreamborn, Villain, Musketeer",NA,"Emerald","The Three Musketeers",2,FALSE,"Character",1,"Super Rare","I Clobber You! - Whenever this character quests while he has 5{s} or more, return chosen character with 2{s} or less to their player's hand.",3,2,NA
"698","Pete - Rotten Guy","Ursula's Return","Storyborn, Villain, Musketeer",NA,"Emerald","The Three Musketeers",4,TRUE,"Character",2,"Uncommon",NA,5,1,NA
"699","Prince Philip - Vanquisher of Foes","Ursula's Return","Floodborn, Hero, Prince","Shift 6, Evasive","Emerald","Sleeping Beauty",9,TRUE,"Character",3,"Super Rare","Shift 6 (You may pay 6{i} to play this on top of one of your characters named Prince Philip.)
Evasive (Only characters with Evasive can challenge this character.)
Swift and Sure - When you play this character, banish all opposing damaged characters.",6,6,NA
"700","Prince Philip - Warden of the Woods","Ursula's Return","Dreamborn, Hero, Prince","Ward","Emerald","Sleeping Beauty",4,FALSE,"Character",2,"Rare","Shining Beacon. You other Hero characters gain Ward. (Opponents can't choose them except to challenge.)",4,3,NA
"701","The Fates - Only One Eye","Ursula's Return","Storyborn, Ally",NA,"Emerald","Hercules",1,TRUE,"Character",1,"Common","All Will Be Seen - When you play this character, look at the top card of each opponent's deck.",1,2,NA
"702","The Muses - Proclaimers of Heroes","Ursula's Return","Storyborn, Ally","Ward","Emerald","Hercules",4,TRUE,"Character",1,"Rare","Ward (Opponents can't choose this character except to challenge.)
The Gospel Truth - Whenever you play a song, you may return chosen character with 2{s} or less to their player's hand.",4,2,NA
"703","Tor - Florist","Ursula's Return","Dreamborn, Ally",NA,"Emerald","Tangled",5,TRUE,"Character",1,"Common",NA,7,4,NA
"704","Zeus - Mr. Lightning Bolts","Ursula's Return","Storyborn, King, Deity",NA,"Emerald","Hercules",3,TRUE,"Character",2,"Super Rare","Target Practice - Whenever a this character challenges another character, he gets +{s} equal to the {s} of chosen character this turn.",5,0,NA
"705","Dodge!","Ursula's Return",NA,"Ward, Evasive","Emerald","Disney Classics",2,TRUE,"Action",NA,"Common","Chosen character gains Ward and Evasive until the start of your next turn. (Opponents can't choose them except to challenge. Only characters with Evasive can challenge them.)",NA,NA,NA
"706","Make the Potion","Ursula's Return",NA,NA,"Emerald","Snow White and the Seven Dwarves",2,FALSE,"Action",NA,"Common","Choose one:
- Banish chosen item.
- Deal 2 damage to chosen damaged character",NA,NA,NA
"707","Under the Sea","Ursula's Return",NA,"Sing Together 8","Emerald","The Little Mermaid",8,FALSE,"Action - Song",NA,"Rare","Sing Together 8 (Any number of your or your teammates' characters with total cost 8 or more may {e} to sing this song for free.)
Put all opposing characters with 2{p} or less on the bottom of their player's decks in any order.",NA,NA,NA
"708","Ursula's Trickery","Ursula's Return",NA,NA,"Emerald","The Little Mermaid",1,FALSE,"Action",NA,"Uncommon","Each opponent may choose and discard a card. For each opponent who doesn't, you draw a card.",NA,NA,NA
"709","We Don't Talk About Bruno","Ursula's Return",NA,NA,"Emerald","Encanto",5,TRUE,"Action - Song",NA,"Rare","(A character with cost X or more can {e} to sing this song for free.)
Return chosen character to their player's hand, then that player discards a card at random.",NA,NA,NA
"710","Hidden Inkcaster","Ursula's Return",NA,NA,"Emerald","Lorcana",2,FALSE,"Item",NA,"Common","Fresh Ink - When you play this item, draw a card.
Unexpected treasure - All cards in your hand count as having {n}.",NA,NA,NA
"711","Signed Contract","Ursula's Return",NA,NA,"Emerald","The Little Mermaid",2,TRUE,"Item",NA,"Uncommon","Fine Print - Whenever an opponent plays a song, you may draw a card.",NA,NA,NA
"712","Vision Slab","Ursula's Return",NA,NA,"Emerald","Encanto",3,TRUE,"Item",NA,"Uncommon","Danger Revealed - At the start of your turn, if an opposing character has damage, gain 1 lore.
Trapped! Damage counters can't be removed.",NA,NA,NA
"713","Hidden Cove - Tranquil Haven","Ursula's Return",NA,NA,"Emerald","Lorcana",1,TRUE,"Location",NA,"Common","Revitalizing Waters - Characters get +1{s} and +1{w} while here.",6,NA,1
"714","Ursula's Garden - Full of the Unfortunate","Ursula's Return",NA,NA,"Emerald","The Little Mermaid",4,TRUE,"Location",1,"Rare","Abandon Hope - While you have an exerted character here, opposing characters get -1{l}.",7,NA,2
"715","Beast - Wounded","Ursula's Return","Storyborn, Hero, Prince",NA,"Ruby","The Beauty and the Beast",3,TRUE,"Character",2,"Uncommon","That Hurts!: This character enters play with 4 damage.",6,2,NA
"716","Benja - Bold United","Ursula's Return","Storyborn, Mentor, King",NA,"Ruby","Raya and the Last Dragon",4,TRUE,"Character",1,"Common",NA,3,5,NA
"717","Fa Zhou - Mulan's Father","Ursula's Return","Storyborn, Mentor",NA,"Ruby","Mulan",2,TRUE,"Character",1,"Common","War Injury: This character can't challenge.
Head of The Household: {e} - Ready chosen character named Mulan. She can't quest for the rest of this turn.",4,0,NA
"718","Flynn Rider - Frenemy","Ursula's Return","Storyborn, Hero, Prince",NA,"Ruby","Tangled",2,TRUE,"Character",1,"Super Rare","Narrow Advantage: At the start of your turn, if you have a character in play with more {s} than each opposing character, gain 3 lore.",2,2,NA
"719","Goofy - Super Goof","Ursula's Return","Storyborn, Hero","Rush","Ruby","Disney Classics",4,TRUE,"Character",1,"Rare","Rush (This character can challenge the turn they're played.)
Super Peanut Powers: Whenever this character challenges another character, gain 2 lore.",4,2,NA
"720","Hercules - Clumsy Kid","Ursula's Return","Storyborn, Hero, Prince","Rush","Ruby","Hercules",3,FALSE,"Character",1,"Common","Rush (This character can challenge the turn they're played.)
",3,3,NA
"721","Hercules - Daring Demigod","Ursula's Return","Dreamborn, Hero, Prince","Rush, Reckless","Ruby","Hercules",5,FALSE,"Character",0,"Uncommon","Rush (This character can challenge the turn they're played.)
Reckless (This character can't quest and must challenge each turn if able.)",3,7,NA
"722","Khan - Beloved Steed","Ursula's Return","Storyborn, Ally",NA,"Ruby","Mulan",2,TRUE,"Character",1,"Uncommon",NA,2,3,NA
"723","Li Shang - General's Son","Ursula's Return","Storyborn, Hero",NA,"Ruby","Mulan",1,TRUE,"Character",1,"Common",NA,2,2,NA
"724","Li Shang - Valorous General","Ursula's Return","Floodborn, Hero","Shift","Ruby","Mulan",3,TRUE,"Character",1,"Uncommon","Shift: Discard a character card (You may discard a character card to play this on top of one of your characters name Li Shang.)
Lead the Charge: Your characters with 4{s} or more get +1{l}.",2,3,NA
"725","Lumiere - Fiery Friend","Ursula's Return","Dreamborn, Ally",NA,"Ruby","The Beauty and the Beast",2,TRUE,"Character",1,"Rare","Fervent Address: Your other characters get +1{s}.",2,2,NA
"726","Mulan - Elite Archer","Ursula's Return","Floodborn, Hero, Princess","Shift 5","Ruby","Mulan",6,TRUE,"Character",2,"Legendary","Shift 5 (You may pay 5{i} to play this on top of one of your characters named Mulan.)
Straight Shooter: When you play this character, if you used Shift to play her, she gets +3{s} this turn.
Triple Shot: During your turn, whenever this character deals damage to another character in a challenge, deal the same amount of damage to up to 2 other chosen characters.",6,2,NA
"727","Mulan - Enemy of Entanglement","Ursula's Return","Storyborn, Hero, Princess",NA,"Ruby","Mulan",2,TRUE,"Character",1,"Uncommon","Time To Shine: Whenever you play an action, this character gets +2{s} this turn.",3,1,NA
"728","Mulan - Injured Soldier","Ursula's Return","Storyborn, Hero, Princess",NA,"Ruby","Mulan",1,TRUE,"Character",1,"Common","Battle Wound - This character enters play with 2 damage.",3,2,NA
"729","Namaari - Heir of Fang","Ursula's Return","Storyborn, Villain, Princess",NA,"Ruby","Raya and the Last Dragon",3,FALSE,"Character",1,"Rare","Two-Weapon Fighting: During your turn, whenever this character deals damage to another  character in a challenge, you may deal the same amount of damage to another chosen character.",3,2,NA
"730","Nessus - River guardian","Ursula's Return","Storyborn, Villain",NA,"Ruby","Hercules",6,TRUE,"Character",2,"Uncommon",NA,5,7,NA
"731","Noi - Acrobatic Baby","Ursula's Return","Storyborn, Ally",NA,"Ruby","Raya and the Last Dragon",4,TRUE,"Character",1,"Super Rare","Fancy Footwork: Whenever you play an action, this character takes no damage from challenge this turn.",4,4,NA
"732","Pegasus - Flying Steed","Ursula's Return","Storyborn, Ally","Evasive","Ruby","Hercules",2,TRUE,"Character",1,"Common","Evasive (Only characters with Evasive can challenge this character.)",1,3,NA
"733","Raya - Fierce Protector","Ursula's Return","Storyborn, Hero, Princess",NA,"Ruby","Raya and the Last Dragon",3,TRUE,"Character",1,"Super Rare","Don't Cross Me: Whenever this character challenges another character, gain 1 lore for each other damaged character you have in play.",3,3,NA
"734","Raya - Guardian of the Dragon Gem","Ursula's Return","Storyborn, Hero, Princess",NA,"Ruby","Raya and the Last Dragon",4,TRUE,"Character",2,"Common","We Have Come Together: When you play this character, ready chosen character of yours at a  location. They can't quest for the rest of this turn.",3,3,NA
"735","Sisu - Daring Visitor","Ursula's Return","Storyborn, Hero, Deity, Dragon","Evasive","Ruby","Raya and the Last Dragon",3,FALSE,"Character",1,"Uncommon","Evasive (Only characters with Evasive can challenge this character.)
Bring On The Heat!: When you play this character, banish chosen opposing character with 1{s} or less.",1,1,NA
"736","Sisu - Emboldened Warrior","Ursula's Return","Storyborn, Hero, Deity, Dragon",NA,"Ruby","Raya and the Last Dragon",3,TRUE,"Character",2,"Common","Surge of Power: This character gets +1{s} for each card in opponents' hands.",4,1,NA
"737","Sisu - Empowered Sibling","Ursula's Return","Floodborn, Hero, Deity, Dragon","Shift 6","Ruby","Raya and the Last Dragon",8,FALSE,"Character",3,"Legendary","Shift 6 (You may pay 6{i} to play this on top of one of your characters named Sisu.)
I Got This!: When you play this character, banish all opposing characters with 2{s} or less.",4,5,NA
"738","Tong - Survivor","Ursula's Return","Storyborn, Ally","Reckless","Ruby","Raya and the Last Dragon",4,FALSE,"Character",0,"Common","Reckless (This character can't quest and must attack each turn if able.)",6,3,NA
"739","Tuk Tuk - Livley Partner","Ursula's Return","Storyborn, Ally","Evasive","Ruby","Raya and the Last Dragon",3,TRUE,"Character",1,"Rare","Evasive (Only characters with Evasive can challenge this character.)
On a Roll: When you play this character, you may move him and one of your other characters to the same location for free. The other characters get +2{s} this turn.",3,2,NA
"740","A Pirate's Life","Ursula's Return",NA,"Sing Together 6","Ruby","Peter Pan",6,TRUE,"Action - Song",NA,"Uncommon","Sing Together 6 (Any number of you or your teammates' characters with total cost 6 or more may {e} to sing this song for free.)
Each opponent loses 2 lore. You gain 2 lore.",NA,NA,NA
"741","Be King Undisputed","Ursula's Return",NA,NA,"Ruby","The Lion King",4,FALSE,"Action - Song",NA,"Rare","(A character with cost 4 or more can {e} to sing this song for free.)
Each opponent chooses and banishes one of their characters.",NA,NA,NA
"742","Brawl","Ursula's Return",NA,NA,"Ruby","Tangled",3,TRUE,"Action",NA,"Common","Banish chosen character with 2{s} or less.",NA,NA,NA
"743","Imperial Proclamation","Ursula's Return",NA,NA,"Ruby","Mulan",1,TRUE,"Item",NA,"Rare","Call To The Front: Whenever one of your characters challenge another character, you may pay 1{i} less for the next character you play this turn.",NA,NA,NA
"744","Medallion Weights","Ursula's Return",NA,NA,"Ruby","Mulan",2,TRUE,"Item",NA,"Uncommon","Discipline And Strength: {e}, 2{i} - Chosen character gets +2 {s} this turn. Whenever they challenge another character this turn, you may draw a card.",NA,NA,NA
"745","The Plank","Ursula's Return",NA,NA,"Ruby","Peter Pan",3,FALSE,"Item",NA,"Common","Walk!: 2{i}, Banish this item - Choose one:
• Banish chosen Hero character.
• Ready chosen Villain character. They can't quest for the rest of this turn.",NA,NA,NA
"746","Vitalisphere","Ursula's Return",NA,"Rush","Ruby","Lorcana",1,TRUE,"Item",NA,"Common","Extract of Ruby: 1{i}, Banish this item - Chosen character gains Rush and gets +2{s} this turn. (They can challenge the turn they're played.)",NA,NA,NA
"747","Snuggly Duckling - Disreputable Pub","Ursula's Return",NA,NA,"Ruby","Tangled",2,TRUE,"Location",NA,"Rare","Routine Ruckus: Whenever a character with 3{s} or more challenge another character while here, gain 1 lore. If the challenging character has 6{s} or more, gain 3 lore instead.",9,NA,2
"748","Training Grounds - Impossible Pillar","Ursula's Return",NA,NA,"Ruby"," Mulan",1,TRUE,"Location",0,"Common","Strength of Mind: 1{i} - Chosen character here gets +1{s} this turn.",5,NA,1
"749","Anna - Braving the Storm","Ursula's Return","Dreamborn, Hero, Queen",NA,"Sapphire","Frozen",2,TRUE,"Character",1,"Common","I Was Born Ready: If you have another Hero character in play, this character gets +1{l}.",4,1,NA
